ID,SpellID,ModalNextSpell,SpellClassSet,SpellClassMask[0],SpellClassMask[1],SpellClassMask[2],SpellClassMask[3]
45004,13878,0,3,131088,0,0,0
45005,14135,0,8,0,0,0,0
45006,14158,0,8,0,0,0,0
45007,13976,0,8,0,0,0,0
45008,14173,0,8,0,0,0,0
45009,14795,0,8,65536,0,0,0
45010,14174,0,8,0,0,0,0
45011,14309,0,9,8,0,0,0
45012,14063,0,8,0,0,0,0
45013,14294,0,9,8192,0,0,0
45014,14308,0,9,8,0,0,0
45015,13219,0,8,268435456,0,0,0
45016,18739,0,5,268435456,0,0,0
45017,12858,0,4,0,0,0,0
45018,14079,0,8,0,0,0,0
45019,14080,0,8,0,0,0,0
45021,14311,0,9,128,0,0,0
45022,14314,0,9,4,0,0,0
45023,14105,0,3,0,0,0,0
45024,13374,0,3,131074,0,0,0
45025,13981,0,8,0,0,0,0
45026,14207,0,9,16,0,0,0
45027,30893,0,8,0,0,0,0
45029,12867,0,4,0,0,0,0
45030,118,0,3,16777216,0,0,0
45031,14164,0,8,0,0,0,0
45032,14165,0,8,0,0,0,0
45033,12860,0,4,0,0,0,0
45034,14304,0,9,128,0,0,0
45035,14175,0,8,0,0,0,0
45036,14176,0,8,0,0,0,0
45037,12861,0,4,0,0,0,0
45038,13847,0,4,16,0,0,0
45039,13979,0,8,0,0,0,0
45040,13980,0,8,0,0,0,0
45041,13554,75,9,16384,0,0,0
45042,12825,0,3,16777216,0,0,0
45044,12857,0,4,0,0,0,0
45045,14145,0,3,131074,0,0,0
45047,14156,0,8,0,0,0,0
45049,30892,0,8,0,0,0,0
45050,13341,0,3,131074,0,0,0
45051,13542,0,9,8388608,0,0,0
45052,13849,0,8,0,0,0,0
45053,13852,0,8,0,0,0,0
45054,14305,0,9,128,0,0,0
45055,14264,0,9,2,0,0,0
45056,14265,0,9,2,0,0,0
45057,14266,0,9,2,0,0,0
45058,14193,0,8,0,0,0,0
45059,14194,0,8,0,0,0,0
45060,14076,0,8,0,0,0,0
45061,14302,0,9,128,0,0,0
45062,13490,0,4,0,0,0,0
45063,14082,0,8,0,0,0,0
45064,13551,75,9,16384,0,0,0
45065,13549,75,9,16384,0,0,0
45066,13550,75,9,16384,0,0,0
45067,14262,0,9,2,0,0,0
45068,14263,0,9,2,0,0,0
45069,13439,0,3,0,0,0,0
45070,15014,0,6,0,0,0,0
45074,15062,0,4,8192,0,0,0
45075,15320,0,6,0,0,0,0
45076,14785,0,6,0,0,0,0
45077,15323,0,6,0,0,0,0
45078,14818,0,6,32,0,0,0
45079,14819,0,6,32,0,0,0
45080,14323,0,9,1024,0,0,0
45082,15018,0,6,0,0,0,0
45084,15020,0,6,0,0,0,0
45085,15317,0,6,0,0,0,0
45086,15229,0,6,-2147483648,0,0,0
45087,14770,0,6,0,0,0,0
45088,14771,0,6,0,0,0,0
45089,15362,0,6,0,0,0,0
45091,14772,0,6,0,0,0,0
45092,18809,0,3,4194304,0,0,0
45093,14908,0,6,0,0,0,0
45094,14909,0,6,0,0,0,0
45096,14514,0,3,0,0,0,0
45097,15313,0,6,0,0,0,0
45098,15314,0,6,0,0,0,0
45100,15052,0,3,0,0,0,0
45101,15053,0,3,0,0,0,0
45102,15398,0,6,0,0,0,0
45104,14183,0,8,0,32,0,0
45105,15025,0,6,0,0,0,0
45106,15275,0,6,0,0,0,0
45108,15324,0,6,0,0,0,0
45109,14179,0,8,0,0,0,0
45110,13877,0,8,1073741824,0,0,0
45111,15208,0,11,1,0,0,0
45112,15328,0,6,0,0,0,0
45113,14190,0,8,0,0,0,0
45114,13872,0,8,0,0,0,0
45115,28612,0,3,1073741824,0,0,0
45116,15112,0,11,536870912,0,0,0
45117,15055,0,8,4096,0,0,0
45118,15318,0,6,0,0,0,0
45119,15330,0,6,0,0,0,0
45120,15237,0,6,4194304,0,0,0
45121,15312,0,6,0,0,0,0
45122,15054,0,8,4096,0,0,0
45123,14825,0,9,0,0,0,0
45124,14826,0,9,0,0,0,0
45125,14827,0,9,0,0,0,0
45126,14828,0,9,0,0,0,0
45127,15017,0,6,0,0,0,0
45128,14318,0,9,1048576,0,0,0
45129,14319,0,9,1048576,0,0,0
45130,14073,0,8,0,0,0,0
45131,14064,0,8,0,0,0,0
45133,14747,0,6,0,0,0,0
45134,15111,0,11,536870912,0,0,0
45135,14904,0,6,0,0,0,0
45136,14065,0,8,0,0,0,0
45137,15574,0,3,131074,0,0,0
45138,25997,0,10,0,0,0,0
45140,13851,0,8,0,0,0,0
45141,13865,0,8,0,0,0,0
45142,15308,0,6,0,0,0,0
45143,13867,0,8,0,0,0,0
45144,14074,0,8,0,0,0,0
45145,14075,0,8,0,0,0,0
45146,14324,0,9,1024,0,0,0
45147,14186,0,8,0,0,0,0
45148,13866,0,8,0,0,0,0
45149,14282,75,9,2048,0,0,0
45150,14072,0,8,0,0,0,0
45151,14128,0,8,0,0,0,0
45152,13848,0,8,0,0,0,0
45155,15007,0,6,134217728,0,0,0
45156,14768,0,6,0,0,0,0
45157,14769,0,6,0,0,0,0
45158,15325,0,6,0,0,0,0
45159,15059,0,3,0,0,0,0
45160,14177,0,8,0,64,0,0
45161,14816,0,6,0,0,0,0
45162,15265,0,6,1048576,0,0,0
45163,15316,0,6,0,0,0,0
45165,15068,0,6,268439552,0,0,0
45166,14898,0,6,0,0,0,0
45167,14874,0,8,1048576,0,0,0
45168,14163,0,8,0,0,0,0
45169,13792,0,8,0,0,0,0
45170,14283,75,9,2048,0,0,0
45171,14901,0,6,0,0,0,0
45172,14902,0,8,1024,0,0,0
45173,14116,0,8,0,0,0,0
45174,14322,0,9,1048576,0,0,0
45175,14786,0,6,0,0,0,0
45176,14136,0,8,0,0,0,0
45177,15326,0,6,0,0,0,0
45178,15327,0,6,0,0,0,0
45180,15044,0,3,524544,0,0,0
45181,15047,0,3,0,0,0,0
45182,14743,0,6,0,4096,0,0
45183,14829,0,9,0,0,0,0
45184,15029,0,6,0,0,0,0
45185,14320,0,9,1048576,0,0,0
45186,14117,0,8,0,0,0,0
45187,14889,0,6,0,0,0,0
45188,13715,0,8,0,0,0,0
45189,15273,0,6,0,0,0,0
45190,15274,0,6,0,0,0,0
45191,15030,0,6,0,0,0,0
45192,15031,0,6,0,0,0,0
45193,15244,0,3,1573376,0,0,0
45194,15010,0,6,0,0,0,0
45195,14892,0,6,0,0,0,0
45196,14251,0,8,0,256,0,0
45197,15450,0,6,0,0,0,0
45198,14750,0,6,0,0,0,0
45199,15272,0,6,0,0,0,0
45201,7810,0,5,33554432,0,0,0
45202,15784,0,3,524288,0,0,0
45203,15333,0,6,0,0,0,0
45204,16246,0,11,0,0,0,0
45205,14748,0,6,0,0,0,0
45206,15791,0,3,0,0,0,0
45207,14317,0,9,128,0,0,0
45208,17273,0,3,0,0,0,0
45209,14751,0,6,0,4096,0,0
45211,16508,0,4,262144,0,0,0
45213,17123,0,7,0,0,0,0
45214,15012,0,6,0,0,0,0
45215,15013,0,6,0,0,0,0
45216,21008,0,4,134217728,0,0,0
45218,16196,0,11,0,0,0,0
45219,15392,0,6,0,0,0,0
45220,15356,0,6,0,0,0,0
45221,15058,0,3,0,0,0,0
45223,14296,75,0,0,0,0,0
45226,15122,0,3,0,0,0,0
45227,16038,0,11,0,0,0,0
45228,16039,0,11,0,0,0,0
45229,13793,0,8,0,0,0,0
45231,25191,0,4,1,0,0,0
45232,15332,0,6,0,0,0,0
45233,14903,0,8,1048576,0,0,0
45234,7812,0,5,33554432,0,0,0
45235,15266,0,6,1048576,0,0,0
45236,15267,0,6,1048576,0,0,0
45237,14115,0,8,0,0,0,0
45240,16240,0,11,0,0,0,0
45242,16173,0,11,0,0,0,0
45243,16035,0,11,0,0,0,0
45245,14321,0,9,1048576,0,0,0
45246,16176,0,11,0,0,0,0
45247,15602,0,4,0,0,0,0
45248,16001,0,9,1,0,0,0
45249,7809,0,5,33554432,0,0,0
45250,16454,0,3,0,0,0,0
45251,30160,0,11,0,0,0,0
45252,14749,0,6,0,0,0,0
45253,14295,0,9,8192,0,0,0
45254,15331,0,6,0,0,0,0
45255,16568,0,6,8388608,0,0,0
45256,16219,0,11,0,0,0,0
45257,16070,0,3,0,0,0,0
45258,15288,0,3,0,0,0,0
45259,2380,0,13,0,0,0,0
45260,17171,75,0,0,0,0,0
45261,7814,0,5,8192,0,0,0
45262,7815,0,5,8192,0,0,0
45263,15822,0,13,0,0,0,0
45264,16224,0,11,0,0,0,0
45265,16235,0,11,0,0,0,0
45266,15090,0,6,-1073741824,0,0,0
45267,15087,0,8,32,0,0,0
45268,15309,0,6,0,0,0,0
45269,15473,0,6,-2147483648,2048,0,0
45270,18767,0,5,0,0,0,0
45271,15260,0,6,0,0,0,0
45272,15268,0,6,0,0,0,0
45273,15310,0,6,0,0,0,0
45274,15311,0,6,0,0,0,0
45276,15036,0,11,67108864,0,0,0
45277,15615,0,4,8,0,0,0
45278,15363,0,6,0,0,0,0
45280,15258,0,6,0,8,0,0
45281,15329,0,6,0,0,0,0
45282,15431,0,6,4194304,0,0,0
45283,2376,0,13,0,0,0,0
45284,17174,75,0,0,0,0,0
45285,15108,0,11,32768,0,0,0
45286,15109,0,11,32768,0,0,0
45287,15110,0,11,32768,0,0,0
45288,14752,0,6,32,0,0,0
45289,15487,0,6,-2080374784,4096,0,0
45290,14767,0,6,0,0,0,0
45291,15349,0,6,0,0,0,0
45292,15583,0,8,1048576,0,0,0
45293,15620,0,9,1,0,0,0
45294,15091,0,3,131072,0,0,0
45295,2370,0,13,0,0,0,0
45296,16067,0,3,0,0,0,0
45298,1966,0,8,134217728,0,0,0
45299,15795,0,9,0,0,0,0
45300,15028,0,6,0,0,0,0
45301,15354,0,6,0,0,0,0
45302,19256,0,9,0,0,0,0
45303,16544,0,11,0,0,0,0
45304,15581,0,8,8388610,0,0,0
45306,15262,0,6,1048576,0,0,0
45307,18769,0,5,0,0,0,0
45308,17311,0,6,8388608,0,0,0
45309,7813,0,5,1073741824,0,0,0
45310,11682,0,5,64,0,0,0
45311,15547,0,9,1,0,0,0
45312,2378,0,13,0,0,0,0
45313,16178,0,11,0,0,0,0
45314,18748,0,5,0,0,0,0
45316,16217,0,11,0,0,0,0
45317,15011,0,6,0,0,0,0
45318,15259,0,6,0,0,0,0
45319,15041,0,3,131080,0,0,0
45321,16228,0,11,0,0,0,0
45322,16234,0,11,0,0,0,0
45323,16412,0,3,0,0,0,0
45324,16116,0,11,0,0,0,0
45325,15749,0,4,1,0,0,0
45326,16998,0,7,0,0,0,0
45327,18821,0,5,0,0,0,0
45328,18822,0,5,0,0,0,0
45329,16413,0,3,0,0,0,0
45330,16118,0,11,0,0,0,0
45332,17111,0,7,0,0,0,0
45333,17118,0,7,0,0,0,0
45335,8102,0,6,8192,0,0,0
45336,8445,0,3,16,0,0,0
45337,18750,0,5,0,0,0,0
45338,17138,0,6,268437504,0,0,0
45339,16321,0,8,32,0,0,0
45340,16293,0,11,0,0,0,0
45341,17201,0,6,-1073741824,0,0,0
45342,16117,0,11,0,0,0,0
45343,16407,0,3,0,0,0,0
45344,16689,0,7,1048576,0,0,0
45346,16184,0,11,0,0,0,0
45347,16636,0,4,1,0,0,0
45348,17348,0,8,41943040,0,0,0
45350,16763,0,3,0,0,0,0
45351,16785,0,3,131072,0,0,0
45355,17063,0,7,0,0,0,0
45356,15790,0,3,0,0,0,0
45357,16226,0,11,0,0,0,0
45358,16191,0,11,67108864,0,0,0
45359,16040,0,11,0,0,0,0
45360,16999,0,7,0,0,0,0
45363,17124,0,7,0,0,0,0
45364,16295,0,11,0,0,0,0
45365,16041,0,11,0,0,0,0
45366,23959,0,8,8388612,0,0,0
45367,16897,0,7,0,0,0,0
45368,15024,0,6,0,0,0,0
45369,15026,0,6,0,0,0,0
45370,16043,0,11,0,0,0,0
45371,16511,0,8,41943040,0,0,0
45372,17137,0,6,268437504,0,0,0
45373,17850,0,5,33554432,0,0,0
45374,16114,0,11,0,0,0,0
45375,16115,0,11,0,0,0,0
45376,15027,0,6,0,0,0,0
45377,15008,0,6,0,0,0,0
45378,18768,0,5,0,0,0,0
45379,16581,0,11,0,0,0,0
45380,18771,0,5,0,0,0,0
45381,18773,0,5,0,0,0,0
45382,17121,0,7,0,0,0,0
45383,16262,0,11,0,0,0,0
45384,16111,0,11,0,0,0,0
45386,15009,0,6,0,0,0,0
45387,16954,0,7,0,0,0,0
45390,16119,0,11,0,0,0,0
45391,14873,0,8,8388610,0,0,0
45392,19468,0,9,0,0,0,0
45393,16899,0,7,0,0,0,0
45394,16900,0,7,0,0,0,0
45395,16120,0,11,0,0,0,0
45397,13875,0,8,0,0,0,0
45399,16901,0,7,0,0,0,0
45400,16886,0,7,0,2097152,0,0
45402,16343,0,11,2097152,0,0,0
45403,16344,0,11,2097152,0,0,0
45404,19458,0,9,0,0,0,0
45405,16227,0,11,0,0,0,0
45407,19466,0,9,0,0,0,0
45408,15448,0,6,0,0,0,0
45409,17331,0,9,0,0,0,0
45412,15241,0,3,131088,0,0,0
45413,15257,0,6,0,0,0,0
45414,15060,0,3,0,0,0,0
45415,17728,0,5,1048576,0,0,0
45417,16291,0,11,0,0,0,0
45418,15735,0,3,0,0,0,0
45420,18790,0,5,0,0,0,0
45422,16207,0,11,0,0,0,0
45423,18772,0,5,0,0,0,0
45425,16352,0,11,16777216,0,0,0
45427,16100,0,9,1,0,0,0
45428,16208,0,11,0,0,0,0
45430,16209,0,11,0,0,0,0
45431,16210,0,11,0,0,0,0
45433,16769,0,3,0,0,0,0
45434,16770,0,3,0,0,0,0
45435,16187,0,11,0,0,0,0
45436,16188,0,11,0,128,0,0
45437,16329,0,6,-2147483646,0,0,0
45438,16212,0,11,0,0,0,0
45439,16216,0,11,0,0,0,0
45440,16218,0,11,0,0,0,0
45443,16190,0,11,536870912,0,0,0
45444,16211,0,11,0,0,0,0
45451,16258,0,11,0,0,0,0
45452,16213,0,11,0,0,0,0
45453,16160,0,11,0,0,0,0
45454,16161,0,11,0,0,0,0
45455,18829,0,5,0,0,0,0
45456,16230,0,11,0,0,0,0
45457,16493,0,4,0,0,0,0
45458,16494,0,4,0,0,0,0
45459,15355,0,6,0,0,0,0
45460,16105,0,11,0,0,0,0
45461,16106,0,11,0,0,0,0
45463,15692,0,8,8519680,0,0,0
45464,16233,0,11,0,0,0,0
45465,16353,0,11,16777216,0,0,0
45466,15307,0,6,0,0,0,0
45468,17150,0,3,0,0,0,0
45469,17151,0,6,-2147483392,0,0,0
45470,16362,0,11,0,2048,0,0
45471,15744,0,3,131072,0,0,0
45472,16046,0,3,131072,0,0,0
45473,16107,0,11,0,0,0,0
45474,16109,0,11,0,0,0,0
45475,15736,0,3,0,0,0,0
45476,16179,0,11,0,0,0,0
45478,16130,0,11,0,0,0,0
45479,16108,0,11,0,0,0,0
45480,16515,0,8,0,0,0,0
45481,16089,0,11,0,0,0,0
45483,16229,0,11,0,0,0,0
45484,15407,0,6,8388608,0,0,0
45485,16368,0,11,33554432,0,0,0
45486,16719,0,8,0,0,0,0
45487,16232,0,11,0,0,0,0
45488,16327,0,3,0,0,0,0
45489,16198,0,11,0,0,0,0
45490,16513,0,8,0,0,0,0
45491,18770,0,5,0,0,0,0
45493,16144,0,3,131074,0,0,0
45494,16112,0,11,0,0,0,0
45496,16182,0,11,0,0,0,0
45497,16053,0,6,131072,0,0,0
45500,16113,0,11,0,0,0,0
45501,16873,0,6,-2147483640,0,0,0
45502,16580,0,11,0,0,0,0
45503,16000,0,9,0,0,0,0
45504,16110,0,11,0,0,0,0
45505,15430,0,6,4194304,0,0,0
45506,16415,0,3,0,0,0,0
45507,16205,0,11,0,0,0,0
45508,16290,0,11,0,0,0,0
45510,16551,0,3,0,0,0,0
45511,20218,0,10,67108864,32,0,0
45513,16206,0,11,0,0,0,0
45514,16813,0,7,1048576,0,0,0
45517,18756,0,5,0,0,0,0
45518,15607,0,9,0,0,0,0
45521,16927,0,3,0,0,0,0
45522,17011,0,3,1048576,0,0,0
45524,17751,0,5,33554432,0,0,0
45526,17144,0,7,0,0,0,0
45527,16861,0,7,0,0,0,0
45528,17058,0,7,0,0,0,0
45529,16812,0,7,1048576,0,0,0
45531,17750,0,5,33554432,0,0,0
45532,17347,0,8,41943040,0,0,0
45533,17353,0,9,1,0,0,0
45534,16923,0,7,0,0,0,0
45535,17055,0,7,0,0,0,0
45536,16968,0,7,0,0,0,0
45537,16822,0,7,0,0,0,0
45538,16940,0,7,0,0,0,0
45539,16941,0,7,0,0,0,0
45540,17074,0,7,0,0,0,0
45541,16858,0,7,0,0,0,0
45542,16846,0,7,0,0,0,0
45543,16911,0,7,0,0,0,0
45544,17274,0,3,0,0,0,0
45545,16860,0,7,0,0,0,0
45546,16908,0,3,0,0,0,0
45547,18199,0,3,0,0,0,0
45548,16909,0,7,0,0,0,0
45549,16937,0,7,0,0,0,0
45550,17277,0,3,131072,0,0,0
45551,17767,0,5,33554432,0,0,0
45552,16720,0,8,0,0,0,0
45553,18869,0,5,128,0,0,0
45554,16514,0,8,0,0,0,0
45555,17140,0,6,1048576,0,0,0
45556,17012,0,11,4,0,0,0
45557,18870,0,5,128,0,0,0
45558,17792,0,5,0,0,0,0
45560,17249,0,7,0,0,0,0
45561,18271,0,5,0,0,0,0
45563,16979,0,7,0,1,0,0
45564,16919,0,7,0,0,0,0
45565,16920,0,7,0,0,0,0
45566,17787,0,5,0,0,0,0
45568,18083,0,3,0,0,0,0
45569,18272,0,5,0,0,0,0
45570,16839,0,7,0,0,0,0
45571,18275,0,5,0,0,0,0
45572,16496,0,9,1,0,0,0
45573,16975,0,7,0,0,0,0
45575,17783,0,5,0,0,0,0
45576,17784,0,5,0,0,0,0
45577,17142,0,6,1048576,0,0,0
45578,16896,0,7,0,0,0,0
45579,15286,0,6,4,0,0,0
45580,17790,0,5,0,0,0,0
45581,17390,0,7,1024,0,0,0
45582,16820,0,7,0,0,0,0
45583,16833,0,7,0,0,0,0
45584,16166,0,11,0,0,0,0
45585,16862,0,7,0,0,0,0
45586,18274,0,5,0,0,0,0
45587,15334,0,6,0,0,0,0
45588,18754,0,5,0,0,0,0
45589,17853,0,5,33554432,0,0,0
45590,17061,0,7,0,0,0,0
45592,17141,0,6,1048576,0,0,0
45593,16765,0,3,0,0,0,0
45594,16819,0,7,0,0,0,0
45596,17443,0,1,32768,0,0,0
45597,16966,0,7,0,0,0,0
45599,17392,0,7,1024,0,0,0
45600,16924,0,7,0,0,0,0
45601,17729,0,5,0,0,0,0
45602,16387,0,11,536870912,0,0,0
45603,16389,0,11,0,4,0,0
45604,16766,0,3,0,0,0,0
45606,17276,0,3,131074,0,0,0
45607,16974,0,7,0,0,0,0
45609,16938,0,7,0,0,0,0
45611,17775,0,1,0,0,0,0
45612,17789,0,5,0,0,0,0
45613,15849,0,3,524288,0,0,0
45614,16582,0,11,0,0,0,0
45616,16578,0,11,0,0,0,0
45618,23481,0,5,2097152,0,0,0
45619,17065,0,7,0,0,0,0
45620,17066,0,7,0,0,0,0
45621,16086,0,11,0,0,0,0
45623,15860,0,9,1,0,0,0
45625,17070,0,7,0,0,0,0
45626,17071,0,7,0,0,0,0
45627,17072,0,7,0,0,0,0
45628,17145,0,3,131072,0,0,0
45631,16214,0,11,0,0,0,0
45632,16215,0,11,0,0,0,0
45633,16287,0,11,0,0,0,0
45634,17778,0,5,0,0,0,0
45635,16821,0,7,0,0,0,0
45637,16757,0,3,0,0,0,0
45638,16874,0,6,-2147483392,0,0,0
45639,16875,0,6,-2146959360,0,0,0
45640,16876,0,3,0,0,0,0
45641,16880,0,7,0,0,0,0
45642,16952,0,7,0,0,0,0
45643,17730,0,5,0,0,0,0
45646,16758,0,3,0,0,0,0
45647,17120,0,7,0,0,0,0
45648,17854,0,5,33554432,0,0,0
45649,17010,0,3,524288,0,0,0
45651,15850,0,3,1048576,0,0,0
45653,16834,0,7,0,0,0,0
45654,17785,0,5,0,0,0,0
45655,16918,0,7,0,0,0,0
45657,16266,0,11,0,0,0,0
45658,17076,0,7,0,0,0,0
45659,17154,0,7,0,0,0,0
45660,17051,0,7,0,0,0,0
45661,16223,0,11,0,0,0,0
45663,17060,0,7,0,0,0,0
45664,17768,0,7,0,0,0,0
45665,18146,0,3,524288,0,0,0
45666,16244,0,4,131072,0,0,0
45667,16835,0,7,0,0,0,0
45669,17314,0,6,8388608,0,0,0
45672,16220,0,11,0,0,0,0
45673,16259,0,11,0,0,0,0
45675,17165,0,6,8388608,0,0,0
45676,17075,0,7,0,0,0,0
45677,17788,0,5,0,0,0,0
45678,16914,0,7,4194304,0,0,0
45679,17786,0,5,0,0,0,0
45680,17077,0,7,0,0,0,0
45681,16840,0,7,0,0,0,0
45682,16261,0,11,0,0,0,0
45683,16221,0,11,0,0,0,0
45684,16222,0,11,0,0,0,0
45685,17073,0,7,0,0,0,0
45686,16972,0,7,0,0,0,0
45687,16225,0,11,0,0,0,0
45688,17054,0,7,0,0,0,0
45689,17951,0,5,1048576,0,0,0
45690,18121,0,5,0,0,0,0
45692,17862,0,5,0,512,0,0
45693,17937,0,5,0,512,0,0
45694,17813,0,5,0,0,0,0
45695,17198,0,4,4,0,0,0
45696,18276,0,3,0,0,0,0
45697,18122,0,5,0,0,0,0
45698,18132,0,5,0,0,0,0
45699,17038,0,13,0,0,0,0
45701,17852,0,5,33554432,0,0,0
45702,17812,0,5,0,0,0,0
45703,17918,0,5,0,0,0,0
45704,18119,0,5,0,0,0,0
45706,17917,0,5,0,0,0,0
45707,17492,0,3,131074,0,0,0
45708,18133,0,5,0,0,0,0
45709,17843,0,6,268437504,0,0,0
45710,17402,0,7,4194304,0,0,0
45711,17401,0,7,4194304,0,0,0
45712,18120,0,5,0,0,0,0
45713,18213,0,5,0,0,0,0
45714,17851,0,5,33554432,0,0,0
45715,18218,0,5,0,0,0,0
45716,18123,0,5,0,0,0,0
45717,17921,0,5,256,0,0,0
45718,17922,0,5,256,0,0,0
45719,17923,0,5,256,0,0,0
45720,17002,0,7,0,0,0,0
45721,18220,0,5,-2147483648,0,0,0
45722,16579,0,11,0,0,0,0
45723,16180,0,11,0,0,0,0
45724,18125,0,6,0,0,0,0
45725,17114,0,7,0,0,0,0
45726,18827,0,5,0,0,0,0
45727,18091,0,3,0,0,0,0
45729,17067,0,7,0,0,0,0
45730,17068,0,7,0,0,0,0
45731,18137,0,6,-2147483648,4096,0,0
45732,18128,0,5,0,0,0,0
45733,16189,0,11,0,0,0,0
45734,16194,0,11,0,0,0,0
45735,16164,0,11,0,0,0,0
45736,19276,0,6,33554432,4096,0,0
45737,18082,0,3,0,0,0,0
45738,17078,0,7,0,0,0,0
45739,17957,0,5,0,0,0,0
45740,18867,0,5,128,0,0,0
45741,18868,0,5,128,0,0,0
45742,17955,0,5,0,0,0,0
45743,16181,0,11,0,0,0,0
45744,17053,0,7,0,0,0,0
45745,17810,0,5,0,0,0,0
45746,19199,0,13,0,0,0,0
45747,17803,0,5,0,0,0,0
45748,18129,0,5,0,0,0,0
45749,18130,0,5,0,0,0,0
45750,18105,0,3,0,0,0,0
45751,18095,0,5,0,0,0,0
45752,17050,0,7,0,0,0,0
45753,18179,0,5,0,0,0,0
45754,18219,0,5,0,0,0,0
45756,17543,0,13,0,0,0,0
45757,17629,0,13,0,0,0,0
45758,18183,0,5,0,0,0,0
45759,18204,0,3,0,0,0,0
45760,17953,0,5,1048576,0,0,0
45761,17954,0,5,0,0,0,0
45762,18100,0,3,524288,0,0,0
45764,17877,0,5,128,0,0,0
45765,17391,0,7,1024,0,0,0
45766,17069,0,7,0,0,0,0
45767,16818,0,7,0,0,0,0
45768,16877,0,7,256,0,0,0
45769,16850,0,7,0,0,0,0
45771,16934,0,7,0,0,0,0
45772,16947,0,7,0,0,0,0
45773,18729,0,5,67108864,0,0,0
45774,17793,0,5,0,0,0,0
45776,17245,0,7,0,0,0,0
45777,18826,0,4,0,0,0,0
45778,16836,0,7,0,0,0,0
45779,16949,0,7,0,0,0,0
45780,18328,0,4,131072,0,0,0
45781,16845,0,7,0,0,0,0
45782,16910,0,7,0,0,0,0
45783,18223,0,5,4194304,0,0,0
45784,16948,0,7,0,0,0,0
45785,18141,0,6,0,0,0,0
45786,18104,0,7,0,0,0,0
45789,16814,0,7,0,0,0,0
45790,18101,0,3,1048576,0,0,0
45791,16912,0,7,0,0,0,0
45792,17791,0,5,0,0,0,0
45793,17752,0,5,33554432,0,0,0
45794,16913,0,7,0,0,0,0
45795,17007,0,7,0,0,0,0
45797,17727,0,5,1048576,0,0,0
45798,17313,0,6,8388608,0,0,0
45799,17115,0,7,0,0,0,0
45800,17116,0,7,0,524288,0,0
45801,17119,0,7,0,0,0,0
45802,17104,0,7,0,0,0,0
45803,17059,0,7,0,0,0,0
45804,17056,0,7,0,0,0,0
45805,16936,0,7,0,0,0,0
45806,18092,0,3,0,0,0,0
45807,18134,0,5,0,0,0,0
45808,18135,0,5,0,0,0,0
45809,18136,0,5,0,0,0,0
45811,26187,0,4,128,0,0,0
45812,17312,0,6,8388608,0,0,0
45814,17329,0,7,1048576,0,0,0
45815,17248,0,7,0,0,0,0
45816,17934,0,5,2097152,0,0,0
45817,17935,0,5,2097152,0,0,0
45819,17195,0,3,131088,0,0,0
45820,17247,0,7,0,0,0,0
45821,18127,0,5,0,0,0,0
45824,18094,0,5,0,0,0,0
45825,17191,0,6,0,0,0,0
45827,17112,0,7,0,0,0,0
45830,17925,0,5,524288,0,0,0
45831,17113,0,7,0,0,0,0
45832,16857,0,7,1024,0,0,0
45834,18085,0,3,0,0,0,0
45835,17919,0,5,256,0,0,0
45836,17920,0,5,256,0,0,0
45837,16815,0,7,0,0,0,0
45838,16816,0,7,0,0,0,0
45839,16859,0,7,0,0,0,0
45841,16811,0,7,1048576,0,0,0
45842,16847,0,7,0,0,0,0
45845,16817,0,7,0,0,0,0
45846,16810,0,7,1048576,0,0,0
45847,20104,0,10,0,0,0,0
45848,17796,0,5,0,0,0,0
45849,20101,0,10,0,0,0,0
45850,20102,0,10,0,0,0,0
45851,20103,0,10,0,0,0,0
45852,20105,0,10,0,0,0,0
45854,18735,0,5,134217728,0,0,0
45855,19251,0,6,524288,0,0,0
45856,19236,0,6,16777216,0,0,0
45857,19238,0,6,16777216,0,0,0
45858,18545,75,0,0,0,0,0
45859,19240,0,6,16777216,0,0,0
45860,18708,0,5,0,0,0,0
45861,18738,0,5,134217728,0,0,0
45863,19407,0,9,0,0,0,0
45864,19304,0,6,2097152,0,0,0
45865,18709,0,5,0,0,0,0
45866,19305,0,6,2097152,0,0,0
45867,17540,0,13,0,0,0,0
45868,17544,0,13,0,0,0,0
45869,17811,0,5,0,0,0,0
45870,17814,0,5,0,0,0,0
45871,17815,0,5,0,0,0,0
45872,18740,0,5,268435456,0,0,0
45873,18398,0,3,0,0,0,0
45874,20687,0,7,4,0,0,0
45875,17537,0,13,0,0,0,0
45877,19275,0,6,-2147483648,0,0,0
45878,17539,0,13,0,0,0,0
45879,18705,0,5,0,0,0,0
45880,18706,0,5,0,0,0,0
45881,18707,0,5,0,0,0,0
45882,19233,0,9,0,0,0,0
45883,18530,0,6,0,0,0,0
45884,18737,0,5,134217728,0,0,0
45885,18534,0,6,0,0,0,0
45886,16935,0,7,0,0,0,0
45887,18949,0,3,4,0,0,0
45890,17779,0,5,0,0,0,0
45891,18547,0,6,0,0,0,0
45892,18548,0,6,0,0,0,0
45894,18126,0,5,0,0,0,0
45895,19255,0,9,0,0,0,0
45896,17780,0,5,0,0,0,0
45897,17781,0,5,0,0,0,0
45898,17782,0,5,0,0,0,0
45900,19377,0,9,0,0,0,0
45902,21082,0,10,512,0,0,0
45903,18535,0,6,0,0,0,0
45905,18376,0,5,2,0,0,0
45906,18381,0,4,0,0,0,0
